patch_id,fold,tile,x_epsg2154,y_epsg2154,lon,lat
20236,3,t31tfj,813423.944830,6291095.941012,4.40706480,43.70979806
20237,3,t31tfj,823678.250598,6280860.092013,4.53177957,43.61599465
20238,2,t31tfj,890257.831620,6286062.115611,5.35790007,43.64803423
20239,3,t31tfj,845437.525056,6291126.926759,4.80409056,43.70421981
20240,5,t31tfj,908159.480456,6300170.676998,5.58532987,43.76988389
20241,5,t31tfj,897941.439253,6284793.198055,5.45257608,43.63451634
20242,2,t31tfj,890280.599003,6270697.581600,5.35251074,43.50984714
20243,1,t31tfj,813414.349020,6302620.876929,4.40949758,43.81349145
20244,5,t31tfj,886378.687149,6314220.780807,5.32010374,43.90234766
20245,2,t31tfj,810860.615975,6293654.992694,4.37582537,43.73322822
20246,3,t31tfj,881266.537803,6307813.657740,5.25422479,43.84604498
20247,1,t31tfj,815942.456035,6344872.871583,4.45055473,44.19328122
20248,5,t31tfj,860764.885600,6324431.106626,5.00462834,44.00051462
20249,2,t31tfj,892747.660484,6338547.640478,5.40857292,44.11947424
20250,3,t31tfj,899159.889936,6328317.083417,5.48462667,44.02565272
20251,1,t31tfj,832627.430664,6296235.640495,4.64655629,43.75269762
20252,5,t31tfj,846666.319223,6342337.919366,4.83408030,44.16471826
20253,5,t31tfj,837755.878357,6289838.272527,4.70848776,43.69416433
20254,1,t31tfj,891472.563047,6334706.559264,5.39119603,44.08526760
20255,1,t31tfj,869729.857918,6320600.803284,5.11508431,43.96394981
20256,5,t31tfj,836488.738251,6277031.042696,4.68937936,43.57919860
20257,2,t31tfj,880055.435369,6257876.685100,5.22170325,43.39721385
20259,5,t31tfj,894110.182953,6278385.828870,5.40271987,43.57795181
20260,4,t31tfj,839055.641625,6271911.119328,4.71976108,43.53264501
20261,3,t31tfj,904340.693823,6286083.260055,5.53232443,43.64430118
20262,1,t31tfj,828748.625620,6338482.100514,4.60910128,44.13353746
20263,2,t31tfj,822349.936353,6335916.664058,4.52853033,44.11159590
20264,3,t31tfj,850507.566451,6341061.492989,4.88171730,44.15241931
20265,2,t31tfj,872327.910599,6289878.538065,5.13708513,43.68695213
20266,4,t31tfj,886388.762001,6306540.214993,5.31742388,43.83325582
20267,4,t31tfj,846700.208778,6307773.448936,4.82451849,43.85371633
20268,3,t31tfj,865915.001155,6298832.863849,5.06049066,43.76903198
20269,4,t31tfj,900494.178941,6289918.010708,5.48618346,43.67988859
20270,1,t31tfj,828751.795233,6334641.674683,4.60816349,44.09897834
20271,5,t31tfj,841568.790100,6318010.560033,4.76356343,43.94686934
20272,5,t31tfj,822391.592856,6287262.073881,4.51737147,43.67381190
20273,3,t31tfj,840306.292957,6300084.656505,4.74291308,43.78584266
20274,1,t31tfj,850521.287283,6326980.708293,4.87770328,44.02572021
20275,4,t31tfj,906816.814879,6344964.095298,5.58688541,44.17319263
20276,5,t31tfj,809551.629140,6330786.178330,4.36756366,44.06753970
20277,1,t31tfj,804435.880953,6323100.744279,4.30213227,43.99915837
20278,1,t31tfj,902974.527086,6347518.578113,5.53988653,44.19729546
20279,3,t31tfj,826240.823692,6279581.898851,4.56319598,43.60404421
20280,2,t31tfj,874862.558504,6310365.907074,5.17550037,43.87062032
20281,2,t31tfj,835179.597236,6305201.179911,4.68060035,43.83287485
20282,2,t31tfj,839033.735793,6292400.614669,4.72502523,43.71696557
20283,2,t31tfj,886353.089282,6334700.305577,5.32729695,44.08658782
20284,5,t31tfj,862100.711481,6277060.907381,5.00627343,43.57407503
20285,2,t31tfj,896605.180616,6324474.048831,5.45128803,43.99180099
20286,2,t31tfj,876131.773515,6319328.258666,5.19438071,43.95092955
20287,5,t31tfj,886367.260923,6323180.921251,5.32324235,43.98295358
20288,1,t31tfj,876175.801670,6284762.101376,5.18302608,43.63998450
20289,4,t31tfj,855685.668899,6287297.113816,4.93000449,43.66758797
20290,5,t31tfj,817265.734003,6291099.253878,4.45471372,43.70920146
20291,5,t31tfj,905616.916193,6288645.652494,5.54915406,43.66697617
20292,5,t31tfj,869716.838927,6332121.190495,5.11877336,44.06759904
20293,3,t31tfj,906862.383854,6311688.866582,5.57389286,43.87386143
20294,4,t31tfj,855635.221518,6333386.311100,4.94343892,44.08224139
20295,5,t31tfj,826223.765423,6297510.045313,4.56739085,43.76533573
20296,3,t31tfj,862080.156899,6293706.853803,5.01126563,43.72381043
20297,2,t31tfj,849264.922437,6303935.166618,4.85528292,43.81864715
20298,2,t31tfj,862042.218635,6326992.665096,5.02136636,44.02326804
20299,5,t31tfj,903046.813155,6295042.551116,5.51984268,43.72524940
20301,5,t31tfj,870999.698368,6329562.616366,5.13391802,44.04426885
20302,5,t31tfj,808262.507701,6343587.369982,4.35421470,44.18294008
20303,5,t31tfj,815961.795660,6319268.324977,4.44493541,43.96286824
20304,1,t31tfj,888990.590418,6277097.797273,5.33891437,43.56775084
20305,5,t31tfj,838986.097155,6342331.034490,4.73806816,44.16621979
20306,3,t31tfj,873618.412733,6282197.846267,5.15048767,43.61755184
20307,1,t31tfj,818522.458541,6319270.371106,4.47683553,43.96246031
20308,3,t31tfj,821090.614538,6310309.961574,4.50669789,43.88139891
20309,4,t31tfj,872287.046420,6323163.914376,5.14780363,43.98638769
20310,5,t31tfj,865908.846179,6303954.005234,5.06207475,43.81510175
20311,2,t31tfj,887663.782794,6310382.234948,5.33467934,43.86747762
20312,1,t31tfj,812116.889250,6324386.647521,4.39816551,44.00954777
20313,1,t31tfj,853104.513470,6305219.654107,4.90337349,43.82938066
20314,2,t31tfj,908129.460487,6320650.120511,5.59330785,43.95409163
20315,2,t31tfj,824952.799898,6287264.470738,4.54911701,43.67338600
20316,4,t31tfj,867168.209013,6321877.973568,5.08359718,43.97605282
20317,4,t31tfj,832582.591524,6346165.774056,4.65902166,44.20196730
20318,1,t31tfj,869704.352485,6343640.708385,5.12248222,44.17124613
20319,2,t31tfj,817253.657663,6305185.008308,4.45778955,43.83593492
20320,2,t31tfj,886370.489521,6320620.937325,5.32234427,43.95992345
20321,5,t31tfj,845426.559856,6301370.363482,4.80686166,43.79637394
20322,1,t31tfj,845403.202451,6324415.349546,4.81314501,44.00371476
20323,3,t31tfj,871042.637636,6293717.936438,5.12243330,43.72179940
20324,3,t31tfj,844106.267431,6342335.583139,4.80207708,44.16522773
20325,1,t31tfj,896649.761313,6292472.704351,5.43952063,43.70394383
20326,2,t31tfj,899200.733193,6298877.267214,5.47363406,43.76083296
20327,3,t31tfj,841572.538872,6314169.766495,4.76254231,43.91231183
20328,4,t31tfj,885156.834407,6271970.399470,5.28965587,43.52264875
20329,3,t31tfj,809547.093431,6337187.340420,4.36889219,44.12514473
20330,2,t31tfj,830068.915357,6293672.154622,4.61415103,43.73011036
20332,1,t31tfj,897953.193209,6277111.354633,5.44976962,43.56542791
20333,4,t31tfj,868503.330232,6277069.176396,5.08548334,43.57265700
20334,5,t31tfj,837702.746301,6346170.053488,4.72307198,44.20101891
20335,3,t31tfj,892775.479965,6316789.234666,5.40065667,43.92373143
20336,5,t31tfj,847975.194859,6312895.938698,4.84185562,43.89953613
20337,3,t31tfj,876160.575022,6296285.123586,5.18679075,43.74363500
20338,1,t31tfj,890265.303577,6280940.808883,5.35609937,43.60197230
20339,3,t31tfj,817251.520820,6307745.900046,4.45835096,43.85897705
20340,2,t31tfj,823654.758629,6306470.948126,4.53766477,43.84641255
20341,4,t31tfj,862056.309246,6314191.351425,5.01746298,43.90809412
20342,5,t31tfj,826207.661893,6315435.832129,4.57162073,43.92662235
20343,2,t31tfj,859504.537831,6306507.085799,4.98330682,43.83954547
20344,2,t31tfj,821092.802803,6307749.144025,4.50611742,43.85835738
20345,1,t31tfj,869755.899857,6298837.572494,5.10816975,43.76816211
20346,1,t31tfj,881283.355786,6295011.606520,5.24989876,43.73088495
20347,5,t31tfj,844164.017431,6284722.965940,4.78650169,43.64687174
20349,1,t31tfj,881292.026994,6288610.127474,5.24774535,43.67330394
20350,5,t31tfj,906856.849820,6315528.698197,5.57538177,43.90840060
20351,1,t31tfj,874902.299837,6279638.690509,5.16551322,43.59421831
20352,3,t31tfj,858218.542880,6311626.646362,4.96891015,43.88589247
20353,2,t31tfj,840275.336974,6332091.437312,4.75134566,44.07382435
20354,5,t31tfj,805711.720619,6329503.196515,4.31937051,44.05658222
20355,3,t31tfj,894093.063818,6289908.513631,5.40685423,43.68158747
20356,1,t31tfj,847966.091119,6321857.515739,4.84434726,43.98016662
20357,4,t31tfj,901717.893797,6329600.320928,5.51702780,44.03646714
20358,2,t31tfj,856920.534316,6328267.336920,4.95789762,44.03589787
20359,2,t31tfj,814676.509434,6325668.881937,4.43036824,44.02067344
20360,4,t31tfj,895340.667100,6312952.649898,5.43111069,43.88851439
20361,5,t31tfj,810857.476872,6297496.699763,4.37661753,43.76779322
20362,5,t31tfj,865918.117057,6296272.221266,5.05970002,43.74599694
20363,4,t31tfj,863348.310272,6303950.977045,5.03026311,43.81567154
20364,2,t31tfj,832648.080291,6275746.329455,4.64152527,43.56837079
20365,4,t31tfj,830062.800348,6300074.590856,4.61570070,43.78771234
20366,4,t31tfj,878704.612072,6309090.541495,5.22282860,43.85818470
20367,5,t31tfj,855637.819483,6330826.184314,4.94268499,44.05920597
20368,4,t31tfj,842823.949202,6344894.484106,4.78677090,44.18851615
20369,5,t31tfj,806989.318324,6333344.877859,4.33612421,44.09096021
20370,4,t31tfj,853070.065173,6338503.920351,4.91296794,44.12885211
20372,4,t31tfj,824904.192857,6343599.481147,4.56233152,44.18028294
20373,5,t31tfj,883897.341577,6257882.462713,5.26908475,43.39628310
20374,4,t31tfj,903054.571257,6289921.896235,5.51791319,43.67919364
20375,4,t31tfj,856973.820151,6280896.158226,4.94401382,43.60972600
20376,4,t31tfj,812106.581468,6338469.346546,4.40115296,44.13627768
20377,3,t31tfj,831336.011925,6307758.306895,4.63348694,43.85660737
20378,1,t31tfj,865883.831635,6325716.784963,5.06884928,44.01089360
20379,3,t31tfj,868457.168108,6314198.696060,5.09711389,43.90665955
20380,2,t31tfj,868460.176145,6311638.361749,5.09630534,43.88362560
20381,3,t31tfj,840260.581624,6348732.268615,4.75578045,44.22356855
20382,4,t31tfj,901747.942377,6307841.502148,5.50877919,43.84073739
20384,1,t31tfj,828753.933263,6332081.337849,4.60753922,44.07593880
20385,2,t31tfj,842833.217852,6334654.020501,4.78399290,44.09636736
20386,2,t31tfj,896585.469625,6339832.193320,5.45699882,44.12996635
20387,3,t31tfj,849234.883725,6333379.979851,4.86354544,44.08357294
20388,5,t31tfj,867192.192963,6301395.003051,5.07718160,43.79177894
20389,2,t31tfj,824911.299661,6334638.530404,4.56020600,44.09964348
20390,1,t31tfj,821101.742963,6297505.404227,4.50380245,43.76619026
20391,3,t31tfj,906866.113167,6309128.921150,5.57290173,43.85083517
20392,5,t31tfj,845465.005024,6266795.564034,4.79756164,43.48534722
20393,3,t31tfj,835142.679404,6346167.893446,4.69104721,44.20149759
20394,2,t31tfj,810841.385724,6317984.007917,4.38086632,43.95213615
20395,5,t31tfj,873604.941583,6292440.888295,5.15378063,43.70968807
20396,3,t31tfj,845417.260025,6310332.744889,4.80929720,43.87700746
20397,1,t31tfj,901699.652911,6343677.869261,5.52240977,44.16311155
20398,1,t31tfj,892825.992855,6280944.599562,5.38779120,43.60131439
20399,1,t31tfj,846702.883669,6305212.791720,4.82381629,43.83067841
20400,4,t31tfj,895408.376180,6266864.114928,5.41441965,43.47398098
20401,1,t31tfj,818559.083031,6277013.192248,4.46750722,43.58226261
20402,5,t31tfj,854402.214780,6289856.535579,4.91486930,43.69089227
20403,1,t31tfj,874859.422195,6312926.198048,5.17633907,43.89365314
20404,4,t31tfj,828784.747624,6297512.438088,4.59918398,43.76489520
20405,5,t31tfj,863333.602736,6316753.137436,5.03417859,43.93084641
20406,1,t31tfj,874916.409420,6269394.685330,5.16221563,43.50208092
20407,5,t31tfj,862072.532452,6300108.585563,5.01319598,43.78139980
20408,2,t31tfj,877390.812569,6337249.614958,5.21632390,44.11184361
20409,1,t31tfj,868478.770935,6296275.374149,5.09147415,43.74541969
20410,3,t31tfj,886429.780575,6277094.039578,5.30723904,43.56839480
20411,2,t31tfj,882535.243530,6316775.999089,5.27320143,43.92633940
20412,2,t31tfj,872276.813832,6332124.045875,5.15071779,44.06700191
20413,2,t31tfj,833870.183363,6337206.269222,4.67275402,44.12109889
20414,2,t31tfj,864640.897673,6293709.959211,5.04302899,43.72324688
20415,5,t31tfj,874847.147350,6323166.906769,5.17970387,43.98578333
20416,2,t31tfj,858221.391861,6309066.164979,4.96815155,43.86285660
20417,1,t31tfj,892800.007538,6298868.096545,5.39419722,43.76252557
20418,5,t31tfj,900513.869053,6277115.344035,5.48144009,43.56474450
20420,4,t31tfj,826205.439437,6317996.474097,4.57222788,43.94966289
20421,2,t31tfj,904295.174588,6316804.992566,5.54402271,43.92062772
20422,4,t31tfj,859510.405272,6301385.913703,4.98178192,43.79347366
20423,2,t31tfj,821099.479868,6300066.410407,4.50438016,43.78923219
20424,1,t31tfj,845413.358660,6314173.591157,4.81034410,43.91156430
20427,1,t31tfj,815975.329217,6302622.993552,4.44131857,43.81309449
20429,3,t31tfj,894016.571167,6347507.613599,5.42786074,44.19973271
20430,2,t31tfj,899164.986326,6324477.447391,5.48318431,43.99111184
20431,4,t31tfj,819783.756534,6343595.570095,4.49829865,44.18114089
20432,2,t31tfj,885101.930371,6311658.972330,5.30328934,43.87963931
20433,4,t31tfj,868490.050163,6287312.831204,5.08867180,43.66479784
20436,4,t31tfj,841594.711815,6292403.291613,4.75679023,43.71648163
20437,5,t31tfj,822342.038113,6346157.702895,4.53091190,44.20375637
20438,3,t31tfj,899197.020052,6301437.495451,5.47458399,43.78386135
20439,5,t31tfj,833932.816889,6271905.575897,4.65642240,43.53358042
20440,2,t31tfj,845459.051803,6271918.341848,4.79893005,43.53142642
20441,2,t31tfj,828775.239102,6307755.946311,4.60164564,43.85705817
20442,3,t31tfj,831327.792549,6316720.693963,4.63569348,43.93724739
20443,2,t31tfj,835177.132978,6307761.935123,4.68124747,43.85591453
20444,4,t31tfj,847999.890816,6289849.264387,4.83549592,43.69219483
20445,1,t31tfj,824916.521228,6328237.534190,4.55869319,44.04204312
20447,3,t31tfj,819832.698496,6284698.466609,4.48505701,43.65118640
20448,5,t31tfj,895335.465538,6316792.656983,5.43251777,43.92305725
20449,1,t31tfj,892816.545222,6287346.127772,5.39007296,43.65889042
20450,4,t31tfj,854372.340558,6316743.340604,4.92261624,43.93277867
20451,1,t31tfj,892851.424861,6264299.122107,5.38189015,43.45161354
20452,1,t31tfj,873548.217252,6339805.142888,5.16921577,44.13579614
20453,3,t31tfj,809558.157408,6321824.098762,4.36571036,43.98689163
20454,5,t31tfj,881258.391277,6314214.242244,5.25639746,43.90362399
20455,3,t31tfj,835166.302429,6319284.762664,4.68416904,43.95959183
20456,3,t31tfj,877399.659691,6329569.956472,5.21374510,44.04274935
20458,1,t31tfj,818505.538957,6341034.351127,4.48171293,44.15830920
20459,1,t31tfj,835201.386038,6283432.823464,4.67513076,43.63703351
20460,4,t31tfj,888970.221470,6291181.404105,5.34383454,43.69442243
20461,3,t31tfj,854379.214973,6310342.190092,4.92076296,43.87518770
20462,5,t31tfj,908212.645210,6266884.940326,5.57252606,43.47053114
20463,2,t31tfj,903068.449116,6280960.271342,5.51454758,43.59859501
20464,5,t31tfj,883889.612887,6263004.853955,5.27080657,43.44234953
20465,1,t31tfj,814691.686260,6306463.346604,4.42623115,43.84785786
20466,1,t31tfj,812145.495502,6288533.621909,4.39064872,43.68694911
20467,5,t31tfj,897858.879249,6344952.807448,5.47490925,44.17567493
20468,2,t31tfj,835205.387482,6279590.978100,4.67417126,43.60247252
20469,1,t31tfj,822402.458026,6275736.089956,4.51476526,43.57012096
20470,3,t31tfj,813421.781793,6293657.122572,4.40760429,43.73284121
20471,4,t31tfj,851814.611874,6314180.193767,4.89000958,43.91027402
20472,3,t31tfj,897900.690998,6312956.163194,5.46295228,43.88783215
20473,5,t31tfj,876168.966370,6289883.568087,5.18469679,43.68605165
20474,2,t31tfj,891475.747374,6332146.830423,5.39026840,44.06223901
20475,1,t31tfj,888935.445836,6316784.186271,5.35286297,43.92472607
20476,3,t31tfj,868441.089696,6328279.728562,5.10157816,44.03334440
20477,3,t31tfj,856963.103046,6289859.530513,4.94661714,43.69035583
20478,5,t31tfj,840346.441635,6262947.383960,4.73328681,43.45176406
20479,1,t31tfj,849267.678738,6301374.461580,4.85456976,43.79560949
20480,4,t31tfj,896684.793850,6269427.026750,5.43115551,43.49667612
20481,4,t31tfj,808281.598790,6316701.708780,4.34870984,43.94099581
20482,1,t31tfj,859479.354946,6329550.086535,4.99021393,44.04686348
20483,5,t31tfj,899204.477069,6296316.990815,5.47268526,43.73780447
20484,1,t31tfj,854352.613226,6335945.119618,4.92820929,44.10554770
20485,4,t31tfj,833872.385891,6334646.015537,4.67210419,44.09806019
20486,1,t31tfj,881295.544384,6286049.449259,5.24688577,43.65027134
20488,3,t31tfj,826219.066909,6302631.933543,4.56859580,43.81141812
20489,2,t31tfj,894119.955083,6271983.890795,5.40043251,43.52037549
20490,4,t31tfj,859507.459234,6303946.523376,4.98254392,43.81650962
20491,4,t31tfj,905603.195187,6297606.645773,5.55257412,43.74757167
20492,2,t31tfj,904284.504879,6324484.377162,5.54697342,43.98970686
20493,1,t31tfj,870992.576361,6335962.527121,5.13598906,44.10185050
20494,4,t31tfj,890186.468191,6339824.339715,5.37706787,44.13165839
20495,4,t31tfj,827518.970002,6282144.461300,4.57965332,43.62686805
20496,5,t31tfj,815959.780844,6321828.974576,4.44549434,43.98590998
20497,1,t31tfj,840282.457062,6324410.449652,4.74931039,44.00471019
20498,2,t31tfj,827512.754380,6288547.500125,4.58116442,43.68447204
20499,5,t31tfj,851810.591068,6318020.851160,4.89110445,43.94482908
20500,5,t31tfj,865878.215386,6330836.968982,5.07045327,44.05696117
20501,4,t31tfj,836506.925293,6260381.431878,4.68520695,43.42943224
20502,5,t31tfj,897975.454112,6263026.763445,5.44465028,43.43876325
20504,3,t31tfj,883826.815531,6307816.974676,5.28604785,43.84541252
20505,3,t31tfj,823659.304330,6301349.163690,4.53648213,43.80032976
20506,4,t31tfj,867145.880876,6342358.095775,5.09007412,44.16031998
20508,5,t31tfj,877396.683161,6332129.885456,5.21460367,44.06578087
20509,1,t31tfj,894021.197504,6343668.363436,5.42644274,44.16519141
20510,3,t31tfj,815946.180120,6339752.301416,4.44942550,44.14719942
20511,1,t31tfj,868486.795051,6289873.619321,5.08947129,43.68783278
20512,5,t31tfj,854346.336453,6342345.175740,4.93008477,44.16313609
20513,5,t31tfj,833868.001597,6339766.480868,4.67340463,44.14413750
20514,2,t31tfj,891469.408394,6337266.245500,5.39212477,44.10829608
20515,5,t31tfj,818525.582025,6315429.339847,4.47597992,43.92789800
20516,5,t31tfj,880024.041780,6279645.739604,5.22889617,43.59299957
20517,5,t31tfj,836430.405515,6337208.482340,4.70473563,44.12062603
20518,3,t31tfj,899158.206557,6329596.940216,5.48510802,44.03716630
20519,2,t31tfj,862107.248184,6271938.645850,5.00474509,43.52800172
20520,5,t31tfj,851841.302705,6289853.590052,4.88312059,43.69141991
20521,1,t31tfj,906842.444234,6325767.750925,5.57936519,44.00050384
20522,4,t31tfj,849259.479007,6309056.435421,4.85671177,43.86472218
20523,5,t31tfj,869698.974084,6348760.224518,5.12413700,44.21731082
20524,2,t31tfj,837715.061814,6332089.118024,4.71939004,44.07430986
20525,2,t31tfj,837722.051586,6324408.065763,4.71739186,44.00519454
20526,3,t31tfj,872260.033243,6347483.056998,5.15574186,44.20519469
20527,2,t31tfj,833905.397957,6298797.828005,4.66308732,43.77550772
20528,5,t31tfj,855696.382288,6278333.523325,4.92742542,43.58695703
20529,2,t31tfj,873552.474007,6335965.363918,5.16795158,44.10124819
20530,1,t31tfj,886411.479394,6289897.525702,5.31165017,43.68355351
20531,4,t31tfj,849220.425150,6348740.212688,4.86790145,44.22178970
20532,5,t31tfj,860771.859512,6318030.447238,5.00269146,43.94292716
20533,1,t31tfj,859476.680284,6332110.198195,4.99098596,44.06989830
20534,4,t31tfj,886387.064860,6307820.338342,5.31786986,43.84477120
20535,2,t31tfj,891480.579481,6328307.156413,5.38887901,44.02769592
20537,1,t31tfj,885056.790197,6348776.927994,5.31627258,44.21357484
20538,5,t31tfj,872355.290559,6269391.130464,5.13057085,43.50267523
20539,2,t31tfj,865871.339648,6337236.956851,5.07246364,44.11454504
20540,3,t31tfj,848007.079068,6283446.712705,4.83374136,43.63459855
20541,4,t31tfj,888994.388442,6274536.976106,5.33802324,43.54471928
20542,4,t31tfj,808298.406714,6294933.501126,4.34430362,43.74512824
20543,2,t31tfj,880020.479994,6282206.557654,5.22974717,43.61603267
20544,3,t31tfj,850565.208240,6286010.676765,4.86617435,43.65712334
20545,5,t31tfj,844139.563671,6307770.808739,4.79268190,43.85422033
20546,3,t31tfj,828802.152679,6279584.429264,4.59490411,43.60360615
20547,2,t31tfj,868443.954381,6325719.640683,5.10076430,44.01031102
20548,3,t31tfj,808301.498257,6291091.695767,4.34353066,43.71056264
20549,4,t31tfj,895356.679254,6301432.002603,5.42690445,43.78488435
20550,2,t31tfj,877444.212713,6293726.219053,5.20183158,43.72029681
20551,3,t31tfj,832633.743087,6289833.072822,4.64497896,43.69509618
20552,1,t31tfj,899249.737978,6266870.223194,5.46185450,43.47296896
20553,1,t31tfj,867154.059639,6334678.370870,5.08763803,44.09122059
20556,4,t31tfj,845392.207325,6335936.486558,4.81631200,44.10738206
20557,2,t31tfj,826203.236511,6320557.071073,4.57283575,43.97270334
20558,1,t31tfj,818501.750854,6346154.843795,4.48286775,44.20439025
20559,3,t31tfj,822371.009390,6310311.056773,4.52262583,43.88118775
20560,5,t31tfj,839068.565711,6260384.325009,4.71682185,43.42896184
20561,2,t31tfj,831331.284676,6312879.739727,4.63474669,43.90268753
20562,4,t31tfj,815991.885278,6283414.349407,4.43717984,43.64027344
20563,2,t31tfj,894102.499704,6283507.148204,5.40455464,43.62401238
20564,4,t31tfj,904317.366614,6301444.986440,5.53815274,43.78246644
20565,2,t31tfj,815978.559883,6298781.483108,4.44048787,43.77853073
20566,5,t31tfj,908116.974366,6329608.962745,5.59682215,44.03468028
20567,5,t31tfj,851805.312202,6323141.570220,4.89256730,43.99090214
20568,5,t31tfj,846705.581223,6302652.087485,4.82311494,43.80764038
20569,3,t31tfj,874822.501653,6344926.089275,5.18690749,44.18155434
20570,4,t31tfj,855665.124347,6305222.481369,4.93519487,43.82884606
20572,5,t31tfj,810853.351304,6302618.807646,4.37767594,43.81387954
20573,5,t31tfj,823663.926420,6296227.189020,4.53530230,43.75424658
20575,5,t31tfj,908250.332389,6245116.390354,5.56426024,43.27479038
20576,2,t31tfj,901778.280111,6287359.530107,5.50109149,43.65651389
20577,1,t31tfj,891505.740155,6309107.288375,5.38196917,43.85497682
20578,4,t31tfj,836462.492675,6302641.631397,4.69586156,43.80960007
20579,5,t31tfj,838998.705325,6328249.811127,4.73435869,44.03951097
20580,1,t31tfj,847972.565178,6315456.445835,4.84256646,43.92257354
20581,5,t31tfj,851780.329046,6348742.573067,4.89993409,44.22126125
20582,1,t31tfj,854375.072421,6314182.914691,4.92187427,43.90974236
20583,5,t31tfj,831362.160930,6280867.653789,4.62692210,43.61467992
20584,5,t31tfj,871057.538685,6282194.450344,5.11878215,43.61814412
20585,2,t31tfj,823653.634145,6307751.364882,4.53796087,43.85793318
20586,4,t31tfj,891458.600911,6346224.817534,5.39538408,44.18889490
20587,2,t31tfj,876108.024912,6339807.981369,5.20119588,44.13518416
20588,1,t31tfj,831305.680962,6342324.520934,4.64204876,44.16764066
20589,2,t31tfj,836450.159873,6315445.123975,4.69913165,43.92479702
20590,2,t31tfj,821083.103077,6319272.462013,4.50873496,43.96204349
20591,1,t31tfj,815939.710223,6348713.191918,4.45140342,44.22784231
20592,3,t31tfj,902989.263505,6336001.032905,5.53544468,44.09367957
20593,5,t31tfj,900460.684310,6312959.722478,5.49479274,43.88714104
20594,3,t31tfj,853130.704639,6282172.096275,4.89681749,43.62204407
20595,5,t31tfj,901757.208902,6301441.217057,5.50636894,43.78316831
20596,2,t31tfj,897868.477274,6337274.226836,5.47202333,44.10659423
20597,4,t31tfj,818528.746765,6311588.206501,4.47512584,43.89333547
20598,5,t31tfj,828790.851994,6291109.855737,4.59765137,43.70729253
20600,2,t31tfj,819816.765800,6302626.257259,4.48904881,43.81248246
20601,5,t31tfj,841600.158456,6287281.262793,4.75544522,43.67040286
20602,4,t31tfj,892765.415119,6324469.033872,5.40344151,43.99281803
20603,4,t31tfj,854360.342784,6328264.702832,4.92596608,44.03644079
20604,2,t31tfj,900501.962340,6284797.095430,5.48428274,43.63383128
20605,2,t31tfj,839020.741482,6305204.944756,4.72834079,43.83216264
20606,4,t31tfj,904275.830797,6330883.559776,5.54944041,44.04727206
20607,1,t31tfj,897871.737971,6334714.616031,5.47106365,44.08356711
20608,3,t31tfj,895308.872379,6337271.002636,5.44006475,44.10728167
20609,2,t31tfj,830067.682318,6294952.666050,4.61446060,43.74163081
20610,4,t31tfj,846663.973690,6344897.939271,4.83479471,44.18775470
20611,1,t31tfj,888947.285397,6307823.748747,5.34969082,43.84412102
20613,1,t31tfj,836439.511483,6326967.295200,4.70209140,44.02847211
20614,1,t31tfj,859472.714632,6335950.285373,4.99214573,44.10445033
20615,2,t31tfj,897920.603232,6298875.409004,5.45774725,43.76117590
20618,2,t31tfj,827464.382134,6343601.498208,4.59434688,44.17984052
20619,5,t31tfj,809576.923839,6297495.665852,4.36071869,43.76798364
20620,5,t31tfj,817236.072515,6326951.131425,4.46258284,44.03178984
20621,4,t31tfj,856901.299367,6347467.487564,4.96361381,44.20866015
20622,5,t31tfj,826228.541875,6292387.964457,4.56618875,43.71925294
20623,1,t31tfj,877463.184471,6279642.189533,5.19720519,43.59361333
20624,5,t31tfj,838983.874829,6344891.120899,4.73874522,44.18925743
20626,2,t31tfj,901812.694077,6265593.927970,5.49300280,43.46076872
20627,4,t31tfj,841542.806433,6346173.369789,4.77110762,44.20028407
20628,1,t31tfj,858186.264906,6342348.943299,4.97808401,44.16231477
20629,1,t31tfj,864680.282679,6262977.591280,5.03369772,43.44681425
20630,1,t31tfj,896651.643192,6291192.495998,5.43905355,43.69242919
20631,1,t31tfj,877402.663700,6327009.984139,5.21288754,44.01971771
20632,4,t31tfj,899145.017200,6339835.407957,5.48896922,44.12927389
20633,1,t31tfj,854340.209370,6348744.973746,4.93196585,44.22072383
20634,5,t31tfj,903099.476619,6261754.666874,5.50738236,43.42587911
20635,3,t31tfj,901723.032648,6325760.764316,5.51556610,44.00192718
20636,5,t31tfj,878727.919810,6291167.305227,5.21686102,43.69695680
20637,5,t31tfj,860742.338600,6346191.324327,5.01125701,44.19630709
20638,1,t31tfj,888988.702314,6278378.188528,5.33936034,43.57926657
20639,3,t31tfj,813419.636257,6296218.255408,4.40814443,43.75588426
20640,2,t31tfj,887704.585001,6280937.069094,5.32440648,43.60262142
20641,3,t31tfj,832618.808217,6305198.728754,4.64877243,43.83333859
20642,3,t31tfj,859544.435599,6273215.975895,4.97345935,43.54007128
20643,3,t31tfj,872350.027471,6273232.769774,5.13178758,43.53722766
20644,5,t31tfj,908138.620621,6314250.612183,5.59080658,43.89652747
20645,3,t31tfj,877440.852210,6296286.790909,5.20267599,43.74332982
20646,1,t31tfj,851826.991138,6302657.599990,4.88673668,43.80660744
20647,1,t31tfj,865905.807121,6306514.504826,5.06286820,43.83813648
20648,3,t31tfj,850503.946953,6344901.486417,4.88281661,44.18697307
20649,5,t31tfj,846668.687517,6339777.858183,4.83336673,44.14168172
